road_id,day_id,time_id,speed
61,1,1,39.932
61,1,2,39.357
61,1,3,41.108
61,1,4,41.966
61,1,5,42.996
61,1,6,42.411
61,1,7,40.965
61,1,8,41.208
61,1,9,42.904
61,1,10,42.305
61,1,11,41.231
61,1,12,41.202
61,1,13,42.852
61,1,14,42.933
61,1,15,42.415
61,1,16,42.424
61,1,17,41.01
61,1,18,43.486
61,1,19,43.403
61,1,20,43.816
61,1,21,43.328
61,1,22,42.758
61,1,23,42.074
61,1,24,44.841
61,1,25,41.257
61,1,26,42.097
61,1,27,42.348
61,1,28,46.953
61,1,29,44.082
61,1,30,43.675
61,1,31,42.783
61,1,32,44.655
61,1,33,43.07100000000001
61,1,34,44.951
61,1,35,44.66
61,1,36,45.19
61,1,37,42.63800000000001
61,1,38,44.03
61,1,39,43.756
61,1,40,45.035
61,1,41,44.39
61,1,42,43.677
61,1,43,41.966
61,1,44,40.012
61,1,45,37.578
61,1,46,36.135
61,1,47,33.052
61,1,48,32.818000000000005
61,1,49,29.674
61,1,50,28.225
61,1,51,27.536
61,1,52,28.179
61,1,53,29.496
61,1,54,31.039
61,1,55,30.068
61,1,56,29.39
61,1,57,27.223000000000006
61,1,58,28.983
61,1,59,27.655
61,1,60,26.568
61,1,61,24.814
61,1,62,27.015
61,1,63,28.326
61,1,64,30.583
61,1,65,32.291
61,1,66,30.492
61,1,67,31.198
61,1,68,29.917
61,1,69,27.143
61,1,70,27.88
61,1,71,30.968000000000004
61,1,72,29.276
61,1,73,29.836
61,1,74,32.04
61,1,75,30.312
61,1,76,33.425
61,1,77,34.913000000000004
61,1,78,33.176
61,1,79,34.0
61,1,80,33.852
61,1,81,33.679
61,1,82,31.893
61,1,83,32.152
61,1,84,31.103
61,1,85,31.478
61,1,86,31.511
61,1,87,31.438
61,1,88,29.203000000000007
61,1,89,27.634
61,1,90,30.203000000000007
61,1,91,29.979
61,1,92,28.782
61,1,93,30.448
61,1,94,28.418000000000006
61,1,95,28.953000000000007
61,1,96,27.482
61,1,97,25.835
61,1,98,17.570999999999998
61,1,99,18.78
61,1,100,20.778
61,1,101,19.725
61,1,102,20.323
61,1,103,20.391
61,1,104,19.259
61,1,105,18.393
61,1,106,16.788
61,1,107,13.653
61,1,108,10.26
61,1,109,10.414
61,1,110,9.134
61,1,111,9.134
61,1,112,8.427999999999999
61,1,113,8.322000000000001
61,1,114,7.303
61,1,115,7.856
61,1,116,8.677999999999999
61,1,117,10.206
61,1,118,18.076
61,1,119,25.037
61,1,120,31.392
61,1,121,31.069000000000006
61,1,122,34.4
61,1,123,33.81
61,1,124,32.941
61,1,125,33.968
61,1,126,32.731
61,1,127,34.082
61,1,128,33.859
61,1,129,34.443000000000005
61,1,130,32.563
61,1,131,32.943000000000005
61,1,132,33.601
61,1,133,36.634
61,1,134,35.55
61,1,135,35.23
61,1,136,36.016
61,1,137,35.757
61,1,138,36.616
61,1,139,37.482
61,1,140,38.407
61,1,141,39.928
61,1,142,39.976
61,1,143,39.747
61,1,144,41.677
61,2,1,38.669
61,2,2,40.307
61,2,3,39.704
61,2,4,40.567
61,2,5,41.433
61,2,6,40.24
61,2,7,41.25100000000001
61,2,8,40.91
61,2,9,41.757
61,2,10,41.507
61,2,11,42.099
61,2,12,45.18899999999999
61,2,13,40.919
61,2,14,42.402
61,2,15,41.242
61,2,16,40.398
61,2,17,41.286
61,2,18,42.135
61,2,19,42.637
61,2,20,40.952
61,2,21,41.59
61,2,22,40.207
61,2,23,44.356
61,2,24,41.878
61,2,25,40.987
61,2,26,41.657
61,2,27,39.612
61,2,28,40.732
61,2,29,37.572
61,2,30,38.808
61,2,31,40.374
61,2,32,44.358
61,2,33,43.006
61,2,34,41.40600000000001
61,2,35,40.284
61,2,36,41.548
61,2,37,41.024
61,2,38,41.8
61,2,39,42.282
61,2,40,42.12300000000001
61,2,41,40.584
61,2,42,40.56
61,2,43,39.593
61,2,44,37.396
61,2,45,38.087
61,2,46,38.211
61,2,47,38.058
61,2,48,36.857
61,2,49,36.143
61,2,50,35.406
61,2,51,36.023
61,2,52,36.181
61,2,53,35.802
61,2,54,36.752
61,2,55,36.346
61,2,56,34.687
61,2,57,35.758
61,2,58,36.205
61,2,59,37.629
61,2,60,37.192
61,2,61,36.887
61,2,62,37.305
61,2,63,37.408
61,2,64,37.08
61,2,65,36.724
61,2,66,37.938
61,2,67,37.561
61,2,68,37.929
61,2,69,37.624
61,2,70,38.244
61,2,71,38.112
61,2,72,37.853
61,2,73,37.697
61,2,74,37.429
61,2,75,37.344
61,2,76,36.569
61,2,77,37.675
61,2,78,38.141
61,2,79,37.782
61,2,80,36.731
61,2,81,37.351
61,2,82,35.54400000000001
61,2,83,37.076
61,2,84,35.215
61,2,85,35.829
61,2,86,35.731
61,2,87,35.705
61,2,88,36.033
61,2,89,36.082
61,2,90,35.947
61,2,91,36.988
61,2,92,37.537
61,2,93,37.866
61,2,94,38.124
61,2,95,35.876
61,2,96,36.655
61,2,97,37.039
61,2,98,38.44
61,2,99,36.041
61,2,100,37.331
61,2,101,36.37300000000001
61,2,102,36.381
61,2,103,34.663000000000004
61,2,104,36.563
61,2,105,34.52
61,2,106,33.831
61,2,107,33.48
61,2,108,33.306999999999995
61,2,109,33.98
61,2,110,33.373000000000005
61,2,111,34.477
61,2,112,36.006
61,2,113,36.088
61,2,114,35.736
61,2,115,35.802
61,2,116,34.935
61,2,117,34.992
61,2,118,35.927
61,2,119,34.579
61,2,120,34.859
61,2,121,34.903
61,2,122,34.787
61,2,123,35.42
61,2,124,35.084
61,2,125,34.475
61,2,126,34.671
61,2,127,35.148
61,2,128,35.036
61,2,129,34.3
61,2,130,34.417
61,2,131,34.9
61,2,132,34.376
61,2,133,36.131
61,2,134,36.525
61,2,135,36.377
61,2,136,36.778
61,2,137,35.823
61,2,138,36.524
61,2,139,36.771
61,2,140,35.927
61,2,141,37.164
61,2,142,33.977
61,2,143,35.947
61,2,144,33.857
61,3,1,33.923
61,3,2,36.087
61,3,3,33.659
61,3,4,29.069000000000006
61,3,5,37.157
61,3,6,29.232
61,3,7,27.331
61,3,8,28.797
61,3,9,36.771
61,3,10,33.14
61,3,11,35.96
61,3,12,39.724
61,3,13,40.291
61,3,14,40.952
61,3,15,40.05
61,3,16,39.852
61,3,17,41.35
61,3,18,40.713
61,3,19,41.805
61,3,20,42.43
61,3,21,42.199
61,3,22,43.918
61,3,23,41.25
61,3,24,40.579
61,3,25,40.656
61,3,26,42.5
61,3,27,43.827
61,3,28,44.348
61,3,29,41.706
61,3,30,42.455
61,3,31,43.512
61,3,32,44.42
61,3,33,40.106
61,3,34,41.277
61,3,35,39.797
61,3,36,40.681
61,3,37,40.005
61,3,38,42.495
61,3,39,44.707
61,3,40,41.81100000000001
61,3,41,41.468
61,3,42,40.573
61,3,43,39.674
61,3,44,38.469
61,3,45,36.124
61,3,46,34.828
61,3,47,33.309
61,3,48,31.026
61,3,49,27.906
61,3,50,27.689
61,3,51,26.779
61,3,52,25.899
61,3,53,28.238000000000003
61,3,54,29.608
61,3,55,27.998
61,3,56,23.433000000000003
61,3,57,21.533
61,3,58,22.941
61,3,59,26.055
61,3,60,29.432
61,3,61,27.96
61,3,62,26.421
61,3,63,29.22
61,3,64,29.197
61,3,65,30.189
61,3,66,28.702
61,3,67,27.646
61,3,68,29.473000000000006
61,3,69,30.868
61,3,70,30.288
61,3,71,30.449
61,3,72,31.462
61,3,73,30.577
61,3,74,31.297
61,3,75,32.426
61,3,76,33.62
61,3,77,33.361999999999995
61,3,78,31.161
61,3,79,33.766
61,3,80,35.279
61,3,81,34.183
61,3,82,33.153
61,3,83,30.169
61,3,84,31.483
61,3,85,30.62
61,3,86,32.306999999999995
61,3,87,30.639
61,3,88,31.014
61,3,89,30.415
61,3,90,31.016
61,3,91,29.227
61,3,92,29.486
61,3,93,27.87
61,3,94,28.867
61,3,95,29.768
61,3,96,30.679
61,3,97,30.686
61,3,98,29.741
61,3,99,31.489
61,3,100,30.387
61,3,101,29.02
61,3,102,28.988000000000003
61,3,103,27.976
61,3,104,27.027
61,3,105,23.222
61,3,106,21.988000000000003
61,3,107,19.352
61,3,108,11.248
61,3,109,9.565
61,3,110,9.541
61,3,111,8.253
61,3,112,9.676
61,3,113,12.261
61,3,114,12.86
61,3,115,14.74
61,3,116,17.032
61,3,117,21.53
61,3,118,26.284
61,3,119,26.615
61,3,120,28.839
61,3,121,31.256
61,3,122,30.829
61,3,123,31.621
61,3,124,31.09
61,3,125,29.1
61,3,126,29.353
61,3,127,26.815
61,3,128,25.63
61,3,129,26.192
61,3,130,27.495
61,3,131,26.551
61,3,132,27.626
61,3,133,28.873
61,3,134,28.682
61,3,135,19.72
61,3,136,23.385
61,3,137,31.515
61,3,138,35.80300000000001
61,3,139,36.78
61,3,140,37.911
61,3,141,37.12
61,3,142,38.415
61,3,143,38.132
61,3,144,39.959
61,4,1,40.299
61,4,2,39.539
61,4,3,40.645
61,4,4,40.541
61,4,5,42.178
61,4,6,41.303
61,4,7,40.764
61,4,8,41.202
61,4,9,41.35
61,4,10,41.747
61,4,11,41.845
61,4,12,41.883
61,4,13,42.106
61,4,14,42.63399999999999
61,4,15,42.445
61,4,16,40.601
61,4,17,42.192
61,4,18,42.371
61,4,19,43.03
61,4,20,42.14100000000001
61,4,21,41.817
61,4,22,42.273
61,4,23,43.18899999999999
61,4,24,41.714
61,4,25,40.575
61,4,26,42.21100000000001
61,4,27,44.018
61,4,28,43.035
61,4,29,42.033
61,4,30,41.36600000000001
61,4,31,39.547
61,4,32,41.147
61,4,33,42.624
61,4,34,43.04600000000001
61,4,35,42.01600000000001
61,4,36,43.89100000000001
61,4,37,44.028
61,4,38,43.64100000000001
61,4,39,44.722
61,4,40,44.393
61,4,41,44.619
61,4,42,43.879
61,4,43,41.301
61,4,44,38.965
61,4,45,37.066
61,4,46,36.502
61,4,47,33.39
61,4,48,31.096
61,4,49,30.99
61,4,50,29.3
61,4,51,28.741
61,4,52,29.133000000000006
61,4,53,29.398000000000003
61,4,54,28.194000000000006
61,4,55,27.083
61,4,56,26.651
61,4,57,25.784
61,4,58,28.452
61,4,59,25.142
61,4,60,26.254
61,4,61,26.45
61,4,62,29.017
61,4,63,29.111
61,4,64,26.815
61,4,65,27.609
61,4,66,29.27
61,4,67,27.535
61,4,68,27.189
61,4,69,29.016
61,4,70,31.84
61,4,71,31.338
61,4,72,30.927
61,4,73,30.998
61,4,74,30.545
61,4,75,29.926
61,4,76,31.212
61,4,77,31.487
61,4,78,32.986999999999995
61,4,79,32.392
61,4,80,33.454
61,4,81,33.402
61,4,82,33.57
61,4,83,29.896
61,4,84,28.302
61,4,85,29.894
61,4,86,30.164
61,4,87,29.396
61,4,88,25.937
61,4,89,28.979
61,4,90,29.641
61,4,91,25.208
61,4,92,25.703000000000007
61,4,93,18.728
61,4,94,23.205
61,4,95,25.624
61,4,96,24.053
61,4,97,24.899
61,4,98,26.034
61,4,99,24.349
61,4,100,23.552
61,4,101,24.891
61,4,102,23.649
61,4,103,22.216
61,4,104,22.68
61,4,105,23.462
61,4,106,22.802
61,4,107,24.236
61,4,108,20.468
61,4,109,17.879
61,4,110,19.916
61,4,111,19.978
61,4,112,21.123
61,4,113,22.332
61,4,114,23.251
61,4,115,22.272
61,4,116,18.906
61,4,117,12.235
61,4,118,11.984000000000002
61,4,119,14.712
61,4,120,17.776
61,4,121,22.876
61,4,122,28.565
61,4,123,30.274
61,4,124,31.083
61,4,125,30.256
61,4,126,30.393
61,4,127,29.401
61,4,128,27.338
